displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration,transmission_encoded,type_encoded
2.0,5-Apr,Dizel,130,Gradiška,Audi,203000,Q5,30000,Audi Q5 2014 2.0 TDI quattro,2014,Crna,False,Sva četiri,Euro 5,16,Automatik,SUV,False,False,False,2,6
3.0,5-Apr,Dizel,180,Livno,Audi,203000,A6,39500,Audi A6 3.0 TDI QUATTRO 3XS-LINE MATRIX,2014,Crvena,True,Sva četiri,Euro 6,19,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,130,Sarajevo - Centar,Audi,203000,A4,28500,"Audi A4 Quattro 2.0, TDI, 177KS, S-line + Hudini",2014,Siva,True,Sva četiri,Euro 5,17,Manuelni,Limuzina,False,True,True,0,3
2.0,5-Apr,Dizel,110,Novi Grad,Audi,203000,A4,23999,AUDI A4 2.0 TDI Quattro*UVOZ ŠVAJCARSKA,2014,Crna,True,Sva četiri,Euro 5,16,Manuelni,Limuzina,False,True,False,0,3
1.6,5-Apr,Dizel,85,Bijeljina,Audi,203000,A1,21500,AUDI A1 1.6 TDI S LINE SPORTBACK 2015g,2015,Siva,False,Prednji,Euro 6,15,Manuelni,Malo auto,True,True,True,0,2
2.0,5-Apr,Dizel,130,Živinice,Audi,203000,Q3,33900,Audi Q3 2.0 TDI 130kw Quattro S-tronic 2015 UVOZ,2015,Siva,True,Sva četiri,Euro 6,16,Automatik,SUV,False,True,False,2,6
2.0,5-Apr,Dizel,110,Bijeljina,Audi,203000,Q3,39500,Audi Q3 Ultra 2016,2016,Crna,True,Prednji,Euro 5,16,Manuelni,SUV,True,True,True,0,6
2.0,5-Apr,Dizel,140,Tuzla,Audi,203000,A5,36000,Audi A5 3xS Line 2.0tdi quattro 140KW,2016,Smeđa,True,Sva četiri,Euro 6,18,Manuelni,Sportski/kupe,False,True,True,0,5
3.0,5-Apr,Dizel,155,Doboj,Audi,203000,A6,52800,Audi A6,2016,Plava,True,Sva četiri,Euro 6,17,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,110,Doboj,Audi,203000,A4,35700,Audi A4 2.0 110kw 150KS Virtual,2016,Crna,True,Prednji,Euro 6,17,Automatik,Limuzina,False,True,True,2,3
1.6,5-Apr,Dizel,85,Cazin,Audi,203000,A3,28800,Audi A3 2017,2017,Bijela,True,Prednji,Euro 6,16,Manuelni,Malo auto,False,True,True,0,2
2.0,5-Apr,Dizel,140,Ljubuški,Audi,203000,A4,35900,Audi A4 2.0 TDI S-Tronic Quattro 190 KS,2017,Plava,True,Sva četiri,Euro 6,16,Automatik,Limuzina,True,True,False,2,3
3.0,5-Apr,Dizel,200,Mostar,Audi,203000,A4,42000,Audi A4 B9 3.0 TDI 200Kw 272PS Quattro 2017 god.,2017,Siva,True,Sva četiri,Euro 6,18,Automatik,Limuzina,False,True,True,2,3
2.0,5-Apr,Dizel,110,Trebinje,Audi,203000,A4,31500,Audi A4 Avant 2.0 TDI S Tronic 2018,2018,Siva,True,Prednji,Euro 6,16,Automatik,Limuzina,True,True,False,2,3
2.0,5-Apr,Dizel,110,Trebinje,Audi,203000,A4,33000,Audi A4. S tronik.F1.2.0 tdi.110kw.,2018,Siva,True,Prednji,Euro 6,16,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,140,Derventa,Audi,203000,A5,52800,Audi A5 Sportback automatik,2019,Crna,True,Zadnji,Euro 5,16,Automatik,Sportski/kupe,False,True,False,2,5
3.0,5-Apr,Dizel,150,Mostar,Audi,203014,Q7,47000,Audi Q7 facelift sline garancija za km i ostalo,2012,Bijela,True,Sva četiri,Euro 5,20,Automatik,SUV,False,True,False,2,6
3.0,5-Apr,Dizel,193,Brčko,Audi,203121,A8,67800,Audi A8 3.0 tdi quatro ful led matrix facelift,2016,Crna,False,Sva četiri,Euro 5,16,Automatik,Limuzina,False,False,False,2,3
2.0,5-Apr,Dizel,140,Banja Luka,Audi,203200,A4,36300,Audi A4 quattro 140kw S-tronik,2015,Plava,True,Sva četiri,Euro 6,17,Automatik,Limuzina,False,True,True,2,3
1.8,5-Apr,Benzin,118,Sarajevo - Novo Sarajevo,Audi,203256,A4,21500,Audi A4 2011,2011,Smeđa,True,Prednji,Euro 5,16,Automatik,Limuzina,False,False,True,2,3
2.0,5-Apr,Dizel,130,Ugljevik,Audi,203334,A4,20500,Audi A4 AVANT 2.0 quattro,2013,Siva,True,Sva četiri,Euro 5,16,Automatik,Limuzina,False,True,False,2,3
2.0,5-Apr,Dizel,132,Mostar,Audi,203500,A4 Allroad,27000,Audi A4 Allroad,2013,Siva,True,Sva četiri,Euro 5,17,Automatik,Karavan,False,False,False,2,4
2.0,5-Apr,Dizel,103,Zenica,Audi,203500,Q3,32800,AUDI Q3 S-LINE 2.0TDI 2014 ALU NAVI,2014,Crna,True,Prednji,Euro 5,18,Manuelni,SUV,False,True,False,0,6
2.0,3-Feb,Benzin,155,Modriča,Audi,203567,A5,16999,Audi A5 Coupe 2.0 TFSI - VELIKI SERVIS TEK URADJEN,2009,Siva,False,Prednji,Euro 5,17,Manuelni,Sportski/kupe,False,False,True,0,5
2.0,5-Apr,Dizel,88,Kreševo,Audi,203584,A4,18300,Audi A4 b8 2.0 2009 GOD <<UVOZ>>,2009,Siva,True,Prednji,Euro 5,16,Manuelni,Limuzina,False,False,False,0,3
2.0,5-Apr,Dizel,140,Tešanj,Audi,203600,A5,52900,Audi A5 2.0 TDI,2019,Crna,True,Prednji,Euro 6,18,Automatik,Sportski/kupe,True,True,False,2,5
2.0,5-Apr,Dizel,103,Šipovo,Audi,203750,A3,17450,AUDI A3 SPORTBACK 2.0 TDI 2012 GOD.TOP STANJE,2012,Crna,True,Prednji,Euro 5,17,Manuelni,Malo auto,True,True,False,0,2
2.0,5-Apr,Dizel,130,Sarajevo - Stari Grad,Audi,203789,Q5,34999,AUDI Q5 2.0 TDI QUATTRO LED S-TRONIC,2014,Crna,False,Sva četiri,Euro 5,17,Automatik,SUV,False,True,True,2,6
2.0,5-Apr,Dizel,103,Kiseljak,Audi,204000,A3,12000,Audi A3,2005,Crvena,True,Prednji,Euro 4,16,Manuelni,Malo auto,False,True,True,0,2
3.0,5-Apr,Dizel,171,Bijeljina,Audi,204000,A6,14700,Audi A6 karavan 3.0 TDI Quattro,2006,Siva,False,Sva četiri,Euro 4,16,Automatik,Limuzina,True,False,True,2,3
3.0,5-Apr,Dizel,176,Ilidža,Audi,204000,Q7,27000,Audi Q7 3.0 TDI 176kw 2008g,2008,Siva,True,Sva četiri,Euro 5,18,Automatik,SUV,False,False,True,2,6
2.0,5-Apr,Dizel,103,Ilidža,Audi,204000,A3,16950,Audi A3 Full Panorama Koza Navi Top stanje,2009,Crna,True,Prednji,Euro 5,18,Manuelni,Malo auto,True,True,False,0,2
2.0,5-Apr,Dizel,103,Kiseljak,Audi,204000,A3,16300,Audi A3 2.0 103kw S Line xenon navigacija,2009,Smeđa,True,Prednji,Euro 5,18,Manuelni,Malo auto,True,True,False,0,2
2.0,5-Apr,Dizel,105,Široki Brijeg,Audi,204000,A4,19300,"AUDI A4 2,0 TDI LIMUZINA",2009,Crna,True,Prednji,Euro 5,17,Manuelni,Limuzina,True,False,False,0,3
2.0,5-Apr,Dizel,125,Ugljevik,Audi,204000,A4,16800,Audi A4 qvattro 2.0tdi,2009,Crna,True,Sva četiri,Euro 5,17,Manuelni,Limuzina,False,True,False,0,3
3.0,5-Apr,Dizel,176,Banja Luka,Audi,204000,A6,22000,Audi A6 3.0 TDI,2009,Siva,True,Sva četiri,Euro 5,19,Automatik,Limuzina,False,True,True,2,3
2.0,5-Apr,Dizel,88,Posušje,Audi,204000,A4,19400,AUDI A4 2.0 TDI MOD 2011 NOVO,2010,Siva,True,Prednji,Euro 5,16,Manuelni,Limuzina,False,False,False,0,3
2.0,5-Apr,Dizel,125,Busovača,Audi,204000,A4,19500,Audi A4 QUATTRO,2010,Crna,True,Sva četiri,Euro 5,17,Manuelni,Limuzina,False,True,True,0,3
2.0,5-Apr,Dizel,125,Velika Kladuša,Audi,204000,A3,18500,Audi A3 2.0 TDI QUATTRO KAO NOV!!,2011,Crna,True,Sva četiri,Euro 5,17,Manuelni,Malo auto,False,False,False,0,2
3.0,5-Apr,Dizel,180,Široki Brijeg,Audi,204000,A6,30555,AUDI A6 3.0 QUATTRO S- TRONIC TEK UVEZEN IZ NJEMAČKE,2011,Crna,True,Sva četiri,Euro 5,18,Automatik,Limuzina,True,True,False,2,3
3.0,5-Apr,Dizel,180,Zvornik,Audi,204000,A7,43000,Audi A7,2011,Siva,False,Sva četiri,Euro 5,16,Automatik,Limuzina,False,False,True,2,3
3.0,5-Apr,Dizel,180,Tuzla,Audi,204000,Q5,37000,Audi Q5 3.0 TDI Quattro Panorama LED Facelift,2013,Crna,True,Sva četiri,Euro 5,19,Automatik,SUV,False,True,True,2,6
3.0,5-Apr,Dizel,230,Sarajevo - Novi Grad,Audi,204000,SQ5,42000,Audi SQ5,2013,Crna,True,Sva četiri,Euro 5,19,Automatik,SUV,False,True,False,2,6
2.0,5-Apr,Benzin,132,Tešanj,Audi,204000,Q5,27000,AUDI Q5 2013 UVOZ ŠVICARSKA,2013,Crna,True,Sva četiri,Euro 5,17,Manuelni,SUV,False,True,False,0,6
2.0,5-Apr,Benzin,265,Kiseljak,Audi,204000,S3,42000,Audi S3 S-tronic Quattro,2014,Crna,True,Sva četiri,Euro 5,16,Automatik,Sportski/kupe,True,True,False,2,5
2.0,5-Apr,Dizel,130,Gradiška,Audi,204000,Q5,30000,Audi Q5 2014 2.0TDI Quattro,2014,Crna,False,Sva četiri,Euro 5,17,Automatik,SUV,False,True,False,2,6
2.0,5-Apr,Dizel,130,Pale,Audi,204000,Q5,38500,Audi Q5 QUATTRO kao NOV,2014,Siva,True,Sva četiri,Euro 5,19,Automatik,SUV,False,True,True,2,6
4.2,5-Apr,Dizel,286,Šipovo,Audi,204000,A8,70000,Audi A8 4.2 TDI Exclusive,2014,Crna,True,Prednji,Euro 6,21,Automatik,Limuzina,True,True,True,2,3
3.0,5-Apr,Dizel,180,Kotor Varoš,Audi,204000,A8,39995,Audi A8,2014,Siva,False,Prednji,Euro 5,16,Automatik,Limuzina,False,False,False,2,3
3.0,5-Apr,Dizel,200,Sarajevo - Centar,Audi,204000,Q7,74900,Audi Q7 272ks 3.0 MATRIX VIRTUAL BOSE,2015,Siva,True,Sva četiri,Euro 5,20,Automatik,SUV,True,True,True,2,6
3.0,5-Apr,Dizel,200,Sarajevo - Centar,Audi,204000,Q7,74900,Audi Q7 272ks 3.0 MATRIX VIRTUAL BOSE,2015,Siva,True,Sva četiri,Euro 5,20,Automatik,SUV,True,True,True,2,6
3.0,5-Apr,Dizel,230,Vogošća,Audi,204000,SQ5,54990,Audi SQ5 3.0 TDI QUATTRO 230 kW 313 KS 2015 GOD,2015,Crna,True,Sva četiri,Euro 5,21,Automatik,SUV,True,True,True,2,6
3.0,5-Apr,Dizel,230,Vogošća,Audi,204000,SQ5,54990,Audi SQ5 3.0 TDI QUATTRO 230 kW 313 KS 2015 GOD,2015,Crna,True,Sva četiri,Euro 5,21,Automatik,SUV,True,True,True,2,6
1.6,5-Apr,Dizel,81,Tuzla,Audi,204000,A3,28000,Audi A3 sportback Novo Novo,2015,Siva,True,Prednji,Euro 5,17,Automatik,Malo auto,False,True,False,2,2
1.6,5-Apr,Dizel,84,Ilidža,Audi,204000,A3,25500,Audi A3,2015,Crna,False,Prednji,Euro 5,16,Manuelni,Malo auto,False,True,False,0,2
3.0,5-Apr,Dizel,160,Sarajevo - Novi Grad,Audi,204000,A6,49950,Audi A6 Facelift 3.0TDI Quattro / Automatic,2015,Siva,True,Sva četiri,Euro 5,16,Automatik,Limuzina,False,True,False,2,3
2.0,5-Apr,Dizel,110,Bijeljina,Audi,204000,A3,31500,Audi A3 2.0 TDI Xenon/Led/Novi,2016,Siva,True,Prednji,Euro 5,18,Manuelni,Malo auto,False,True,True,0,2
3.0,5-Apr,Dizel,200,Banja Luka,Audi,204000,Q7,88000,Audi Q7,2016,Crna,True,Sva četiri,Euro 5,21,Automatik,SUV,False,True,True,2,6
3.0,5-Apr,Dizel,200,Široki Brijeg,Audi,204000,A4,50200,"Audi A4 3,0TDI Quattro",2016,Siva,True,Sva četiri,Euro 6,17,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,100,Cazin,Audi,204000,A4,29999,Audi A4,2016,Crna,True,Prednji,Euro 6,16,Manuelni,Limuzina,False,True,True,0,3
2.0,5-Apr,Dizel,140,Mostar,Audi,204000,A4,45000,"Audi A4 B9, 2.0 TDI, 190 ks, quattro",2017,Bijela,True,Sva četiri,Euro 6,17,Automatik,Limuzina,True,True,True,2,3
1.6,5-Apr,Dizel,81,Sarajevo - Novo Sarajevo,Audi,204000,A3,36900,AUDI A3 3x S LINE S TRONIC 1.6 TDI 2018.,2018,Crna,True,Prednji,Euro 6,18,Automatik,Malo auto,True,True,True,2,2
1.6,5-Apr,Dizel,81,Sarajevo - Novo Sarajevo,Audi,204000,A3,34900,AUDI A3 3x S LINE S TRONIC 1.6 TDI 2018.,2018,Crna,True,Prednji,Euro 6,18,Automatik,Malo auto,True,True,True,2,2
2.0,5-Apr,Dizel,140,Gradačac,Audi,204000,A5,46900,Audi A5,2018,Crna,True,Prednji,Euro 6,16,Automatik,Sportski/kupe,False,True,False,2,5
2.0,5-Apr,Dizel,120,Sarajevo - Novo Sarajevo,Audi,204000,Q5,55450,AUDI Q5 MOD 2019 2.0 TDI quattro S-TRONIK F1 SPORT PAKET TEK REG,2018,Crna,True,Sva četiri,Euro 6,20,Automatik,SUV,False,True,True,2,6
2.0,5-Apr,Dizel,140,Trebinje,Audi,204000,A4,38900,Audi A4 2018 Virtual Quatro Automatik 190ks,2018,Crna,True,Sva četiri,Euro 6,16,Automatik,Limuzina,True,True,True,2,3
1.6,5-Apr,Dizel,116,Bijeljina,Audi,204000,A3,38000,Audi A3 30 TDI,2019,Plava,True,Sva četiri,Euro 6,18,Automatik,Malo auto,False,True,True,2,2
2.0,5-Apr,Dizel,150,Visoko,Audi,204000,A6,70000,Audi A6 2019,2019,Plava,True,Prednji,Euro 6,19,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Benzin,165,Hadžići,Audi,204114,A4,29500,Audi A4 b8 Quattro 3x sline,2014,Crna,True,Sva četiri,Euro 5,19,Automatik,Limuzina,False,True,True,2,3
2.0,5-Apr,Dizel,135,Zenica,Audi,204140,A3,27900,Audi A3 2.0 TDI S-TRONIC QUATTRO,2013,Bijela,False,Sva četiri,Euro 5,16,Automatik,Malo auto,True,True,False,2,2
3.0,5-Apr,Dizel,180,Kiseljak,Audi,204211,A5,30900,Audi A5 3.0 tdi QUATRO S LINE,2014,Siva,True,Prednji,Euro 5,18,Automatik,Sportski/kupe,False,True,False,2,5
2.0,5-Apr,Dizel,120,Čelinac,Audi,204253,Q5,58500,Audi Q5 Quattro q5,2018,Crna,False,Sva četiri,Euro 5,16,Automatik,SUV,False,False,False,2,6
1.6,5-Apr,Dizel,77,Živinice,Audi,204321,A3,13500,Audi A3 1.6 77 kw 2010 g,2010,Crna,True,Prednji,Euro 5,16,Manuelni,Malo auto,True,True,False,0,2
2.0,5-Apr,Dizel,140,Gradačac,Audi,204353,A5,45800,Audi A5 40 TDI,2018,Bijela,True,Prednji,Euro 6,16,Automatik,Sportski/kupe,False,True,False,2,5
1.6,5-Apr,Dizel,77,Mostar,Audi,204433,A3,17700,Audi A3 1.6 TDI,2011,Siva,True,Prednji,Euro 5,16,Manuelni,Malo auto,True,False,False,0,2
2.0,5-Apr,Dizel,88,Banja Luka,Audi,204500,A4,16500,Audi A4 2.0 tdi LED HENON SPORTLINE,2011,Crna,True,Prednji,Euro 5,18,Manuelni,Limuzina,False,True,False,0,3
2.0,5-Apr,Dizel,130,Zenica,Audi,204500,Q5,39999,Audi Q5 2.0 Quatro,2012,Siva,True,Sva četiri,Euro 5,16,Automatik,SUV,False,True,True,2,6
3.0,5-Apr,Dizel,180,Ilidža,Audi,204500,A5,36800,AUDI A5 3.0 TDI 3xS-line -quattro,2013,Crna,True,Sva četiri,Euro 5,19,Automatik,Sportski/kupe,False,True,True,2,5
2.0,5-Apr,Dizel,125,Prnjavor,Audi,204560,Q5,36000,Audi Q5 2009,2009,Bijela,False,Sva četiri,Euro 4,16,Automatik,SUV,False,False,True,2,6
2.0,5-Apr,Dizel,100,Sarajevo - Novi Grad,Audi,204564,A4,26300,Audi A4 2.0 2013 godina,2013,Crna,True,Prednji,Euro 5,18,Manuelni,Limuzina,False,True,True,0,3
2.0,5-Apr,Dizel,103,Mostar,Audi,204565,A4,27990,Audi A4 2.0 TDI S line B8 2014,2014,Crna,True,Prednji,Euro 5,17,Manuelni,Limuzina,True,True,False,0,3
1.8,3-Feb,Benzin,110,Tuzla,Audi,204600,TT,9000,Audi TT 1.8T S-line,2004,Siva,True,Prednji,Euro 5,16,Manuelni,Sportski/kupe,True,True,True,0,5
2.0,5-Apr,Dizel,130,Sarajevo - Stari Grad,Audi,204789,Q5,31990,AUDI Q5 2.0 TDI QUATTRO 2014 LED S-TRONIC,2014,Crna,True,Sva četiri,Euro 5,17,Automatik,SUV,False,True,True,2,6
3.0,5-Apr,Dizel,152,Tešanj,Audi,204905,A6,39900,Audi A6 Proline 3.0TDI 2014 Quattro - Reg do 05/24,2014,Bijela,True,Sva četiri,Euro 5,18,Automatik,Limuzina,True,False,True,2,3
1.6,3-Feb,Benzin,74,Jablanica,Audi,205000,A3,10900,Audi A3,2007,Crna,False,Prednji,Euro 5,16,Manuelni,Malo auto,False,False,False,0,2
3.0,5-Apr,Dizel,175,Cazin,Audi,205000,Q7,23000,Audi Q7,2007,Bijela,False,Sva četiri,Euro 5,16,Automatik,SUV,False,False,False,2,6
2.0,5-Apr,Dizel,103,Novi Grad,Audi,205000,A6,14000,Audi A6 2007 AUTOMATIK 2.0 TDI,2007,Crna,True,Prednji,Euro 4,18,Automatik,Limuzina,False,True,True,2,3
2.7,5-Apr,Dizel,140,Doboj,Audi,205000,A4,19200,Audi A4 2008,2008,Crvena,True,Prednji,Euro 5,18,Automatik,Limuzina,False,True,True,2,3
2.0,5-Apr,Dizel,100,Tešanj,Audi,205000,A3,11800,Audi A3 2.0 TDI 2009g Garancija na vozilo!,2009,Crna,True,Prednji,Euro 5,17,Manuelni,Malo auto,False,False,False,0,2
2.0,5-Apr,Dizel,88,Tešanj,Audi,205000,A4,16600,"Audi A4 B8 2,0 TDI 88 KW 2010 MODEL EXTRA BEZ ULAGANJA",2009,Crna,True,Prednji,Euro 5,16,Manuelni,Limuzina,True,True,False,0,3
2.0,5-Apr,Dizel,125,Brčko,Audi,205000,A5,23999,"Audi A5 2.0 TDI Sportback,Quattro,Godište:2010,LED,Koža",2010,Crna,True,Sva četiri,Euro 5,19,Manuelni,Sportski/kupe,True,True,False,0,5
2.0,5-Apr,Dizel,125,Vogošća,Audi,205000,Q5,33800,Audi Q5 2.0 TDI 3xS FULL NOV UVOZ SVICA AUTOMAT,2010,Bijela,False,Prednji,Euro 5,16,Automatik,SUV,False,False,False,2,6
2.0,5-Apr,Dizel,125,Vogošća,Audi,205000,Q5,30900,Audi Q5 2.0 TDI 3xS AUTOMATIK SVICARSKA,2010,Bijela,False,Sva četiri,Euro 5,16,Automatik,SUV,False,False,False,2,6
3.0,5-Apr,Dizel,176,Sarajevo - Stari Grad,Audi,205000,Q5,31600,Audi Q5 3.0 tdi 3xS line S tronic,2010,Plava,True,Sva četiri,Euro 5,18,Automatik,SUV,False,True,True,2,6
3.0,5-Apr,Dizel,180,Cazin,Audi,205000,A7,38000,Audi A7,2010,Crna,True,Sva četiri,Euro 5,20,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,105,Vogošća,Audi,205000,Q5,29999,Audi Q5 2.0 tdi 2011 god Quattro Panorama Servisiran,2011,Bijela,True,Sva četiri,Euro 5,17,Manuelni,SUV,True,True,True,0,6
1.6,5-Apr,Dizel,77,Kotor Varoš,Audi,205000,A3,14000,Audi a3 2011,2011,Siva,False,Sva četiri,Euro 5,16,Manuelni,Malo auto,True,False,True,0,2
2.0,5-Apr,Dizel,103,Sarajevo - Novi Grad,Audi,205000,A3,17300,AUDI A3 SPORTBACK 2.0 TDI 103kw FULL OPREMA,2011,Plava,True,Prednji,Euro 5,17,Manuelni,Malo auto,True,True,False,0,2
1.6,5-Apr,Dizel,77,Bijeljina,Audi,205000,A3,13900,AUDI A3 SPORTBACK 1.6 77KW 2012 MODEL UVOZ TOP STANJE,2011,Crna,False,Prednji,Euro 5,16,Manuelni,Malo auto,False,False,False,0,2
3.0,5-Apr,Dizel,180,Vogošća,Audi,205000,A7,42000,AUDI A7 3.0 TDI 180KW RS-OPTIC GOD 2011 TOP STANJE,2011,Siva,True,Sva četiri,Euro 5,16,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,103,Kreševo,Audi,205000,A4,21500,"Audi A4, B8,2,0 TDI uvoz njemačka sve placeno do registracije",2011,Smeđa,True,Prednji,Euro 5,16,Manuelni,Limuzina,True,False,False,0,3
3.0,5-Apr,Dizel,180,Lukavac,Audi,205000,A7,35200,Audi A7 3.0 TDI Quattro Uvoz Svicaraka,2011,Crna,True,Sva četiri,Euro 5,18,Automatik,Limuzina,False,True,True,2,3
2.0,5-Apr,Dizel,125,Novi Grad,Audi,205000,A6,16900,Audi A6 4f 2.0tdi S-line 2011god Facelift,2011,Siva,True,Prednji,Euro 5,17,Manuelni,Limuzina,False,True,True,0,3
2.0,5-Apr,Dizel,125,Kiseljak,Audi,205000,A4,21000,Audi A4 2.0 tdi QUATTRO 4X4 Limuzina 2011,2011,Siva,False,Sva četiri,Euro 5,16,Manuelni,Limuzina,False,False,True,0,3
2.0,5-Apr,Dizel,88,Banja Luka,Audi,205000,A4,16100,Audi A4 2.0 88kw,2011,Crna,True,Prednji,Euro 5,18,Manuelni,Limuzina,False,True,True,0,3
2.0,5-Apr,Dizel,130,Visoko,Audi,205000,Q5,36999,AUDI Q5 QUATTRO S LINE 2.0 TDI 2012 god.,2012,Crna,True,Sva četiri,Euro 5,19,Automatik,SUV,True,True,False,2,6
2.0,5-Apr,Benzin,132,Banja Luka,Audi,205000,Q5,26500,Audi Q5 2.0 TFSI quattro,2012,Bijela,True,Sva četiri,Euro 5,16,Manuelni,SUV,True,True,False,0,6
2.0,5-Apr,Dizel,125,Milići,Audi,205000,Q5,29500,Audi Q5 2012,2012,Crna,True,Sva četiri,Euro 5,18,Manuelni,SUV,False,True,True,0,6
2.0,5-Apr,Dizel,125,Vogošća,Audi,205000,A3,17000,Audi A3,2012,Crna,True,Sva četiri,Euro 5,17,Manuelni,Malo auto,False,True,False,0,2
3.0,5-Apr,Benzin,245,Mostar,Audi,205000,S5,34900,AUDI S5 A5 QUATTRO 3.0 TFSI 333KS UVOZ SVICARSKA MOZE ZAMJENA,2012,Siva,False,Sva četiri,Euro 5,16,Automatik,Sportski/kupe,False,False,False,2,5
2.0,5-Apr,Dizel,130,Banja Luka,Audi,205000,A6,26000,Audi A6 2.0 130kw top stanje Registrovan do 08/2024,2012,Crna,True,Prednji,Euro 5,18,Manuelni,Limuzina,True,True,True,0,3
2.0,5-Apr,Dizel,130,Široki Brijeg,Audi,205000,A6,30900,Audi A6 2.0 TDI Avant 177ks,2012,Siva,True,Prednji,Euro 5,16,Manuelni,Limuzina,True,True,False,0,3
3.0,5-Apr,Dizel,180,Gradačac,Audi,205000,A6,30000,Audi A6 3.0 180kw quattro moze zamjena,2012,Siva,False,Sva četiri,Euro 5,16,Automatik,Limuzina,False,False,True,2,3
2.0,5-Apr,Dizel,130,Fojnica,Audi,205000,A6,31500,Audi A6 C7 2.0 TDI 2012 AUTOMATIK,2012,Crna,True,Prednji,Euro 5,19,Automatik,Limuzina,True,True,False,2,3
2.0,5-Apr,Dizel,130,Livno,Audi,205000,A4,29000,"Audi A4 3x S line, Quattro",2012,Crna,True,Sva četiri,Euro 5,19,Manuelni,Limuzina,True,True,True,0,3
2.0,5-Apr,Dizel,130,Cazin,Audi,205000,A4,17000,Audi A4,2012,Crna,True,Prednji,Euro 5,18,Automatik,Limuzina,False,True,False,2,3
3.0,5-Apr,Dizel,150,Teslić,Audi,205000,A6,30000,Audi A6,2012,Crna,False,Sva četiri,Euro 5,16,Automatik,Limuzina,False,False,False,2,3
2.0,5-Apr,Dizel,130,Goražde,Audi,205000,Q5,33900,Audi Q5 2013 Quattro Facelift,2013,Crna,False,Prednji,Euro 5,16,Automatik,SUV,False,False,False,2,6
2.0,5-Apr,Dizel,103,Bijeljina,Audi,205000,Q3,30999,Audi Q3 2.0tdi 103kw 2013 3x S-Line,2013,Narandžasta,False,Sva četiri,Euro 5,16,Manuelni,SUV,False,False,False,0,6
2.0,5-Apr,Dizel,130,Brčko,Audi,205000,A6,36000,Audi A6 2.0 2013,2013,Bijela,True,Sva četiri,Euro 5,17,Automatik,Limuzina,True,True,True,2,3
3.0,5-Apr,Dizel,185,Posušje,Audi,205000,A6,39990,Audi A6 4G 3.0 TDI quattro 3x S-line 245ks,2013,Siva,True,Sva četiri,Euro 5,20,Automatik,Limuzina,True,True,True,2,3
3.0,5-Apr,Dizel,150,Prijedor,Audi,205000,A6,31000,Audi A6,2013,Crna,True,Prednji,Euro 5,19,Automatik,Limuzina,False,True,True,2,3
1.6,5-Apr,Dizel,81,Ilidža,Audi,205000,A3,22000,Audi A3,2014,Bijela,False,Sva četiri,Euro 5,16,Manuelni,Malo auto,True,False,False,0,2
3.0,5-Apr,Dizel,230,Bijeljina,Audi,205000,SQ5,46500,Audi SQ5 3.0 TDI Quattro,2014,Siva,True,Sva četiri,Euro 5,16,Automatik,SUV,False,True,False,2,6
2.0,5-Apr,Dizel,110,Živinice,Audi,205000,A4,25900,Audi A4 Avant 2.0 TDI 110kW 2014,2014,Bijela,True,Prednji,Euro 5,16,Automatik,Limuzina,True,True,False,2,3
2.0,5-Apr,Dizel,110,Živinice,Audi,205000,A4,25300,Audi A4 2.0 TDI 110kW 2014 FACELIFT,2014,Bijela,True,Prednji,Euro 5,16,Automatik,Limuzina,True,True,False,2,3
3.0,5-Apr,Dizel,150,Gradačac,Audi,205000,A5,33700,Audi a5 Sportback | 3.0 tdi automatik,2015,Crna,False,Sva četiri,Euro 5,16,Automatik,Sportski/kupe,False,False,False,2,5
1.6,5-Apr,Dizel,81,Hadžići,Audi,205000,A3,22400,Audi A3 Sportback 1.6 TDI Ultra 81kw 2015.god,2015,Crna,True,Prednji,Euro 5,16,Manuelni,Malo auto,False,True,True,0,2
3.0,5-Apr,Dizel,200,Čapljina,Audi,205000,A6,47900,Audi A6 3.0TDI quattro Avant,2015,Crna,True,Sva četiri,Euro 6,19,Automatik,Limuzina,True,True,False,2,3
2.0,5-Apr,Dizel,110,Čelinac,Audi,205000,A6,35900,Audi A6 2.0 tdi Ultra facelift automatik moguca zamjena,2015,Siva,True,Prednji,Euro 6,18,Automatik,Limuzina,False,True,True,2,3
3.0,5-Apr,Dizel,200,Travnik,Audi,205000,Q7,84000,Audi Q7,2016,Crna,True,Sva četiri,Euro 6,16,Automatik,SUV,False,True,False,2,6
2.0,5-Apr,Dizel,85,Sarajevo - Centar,Audi,205000,A3,29800,Audi A3 1.6 TDI 120ks/ 6 BRZINA/ MATRIX/FUL LED /TOP-STANJE,2016,Crna,True,Prednji,Euro 6,17,Manuelni,Malo auto,False,True,True,0,2
