displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration
2.5,5-Apr,Dizel,150,Mostar,Mercedes-Benz,260000,C 250,15000,Mercedes-Benz 230 250,2010,Siva,FALSE,Zadnji,Euro 5,17,Manuelni,unavailable,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,120,Doboj,Mercedes-Benz,325900,E 220,15500,Mercedes-Benz W211 E 220 2007,2007,Siva,TRUE,Zadnji,Euro 4,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2,5-Apr,Dizel,90,Sarajevo - Stari Grad,Mercedes-Benz,240000,C 180,19500,"Mercedes C 180 CDI, 2011g",2011,Siva,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Banja Luka,Mercedes-Benz,330000,220,17500,Mercedes-Benz 220,2010,Bijela,FALSE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,FALSE,TRUE
1.8,5-Apr,Dizel,100,Derventa,Mercedes-Benz,250000,B 200,17900,Mercedes-Benz B 200,2012,Siva,TRUE,Sva četiri,Euro 5,17,Manuelni,Limuzina,TRUE,TRUE,TRUE
3.2,5-Apr,Dizel,165,Tomislavgrad,Mercedes-Benz,306000,C 320,18500,Mercedes C 320cdi AMG,2008,Siva,FALSE,Sva četiri,Euro 4,17,Automatik,unavailable,TRUE,TRUE,TRUE
3,5-Apr,Dizel,140,Bijeljina,Mercedes-Benz,327,E 280,18000,Mercedes-Benz E 280 4MATIC FACELIFT 2009,2009,Crna,TRUE,Sva četiri,Euro 4,18,Automatik,Limuzina,TRUE,FALSE,TRUE
5,5-Apr,Benzin,235,Kiseljak,Mercedes-Benz,265000,CLS 500,18999,Mercedes-Benz CLS 500 zamjena za kombi uz moju doplatu,2005,Crna,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,TRUE,FALSE,TRUE
2,5-Apr,Dizel,100,Sarajevo - Centar,Mercedes-Benz,301000,C 200,14900,Mercedes C 200 C200 AVANTGARDE (646) Moze zamjena,2008,Crna,TRUE,Zadnji,Euro 5,17,Manuelni,Limuzina,TRUE,TRUE,TRUE
3.5,5-Apr,Plin,200,Bijeljina,Mercedes-Benz,259000,CLS 350,15900,Mercedes-Benz CLS 350,2005,Bijela,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,TRUE,FALSE,TRUE
2,5-Apr,Dizel,100,Grude,Mercedes-Benz,270100,E-Klasse (Svi),20000,Mercedes-Benz E-Klasse (svi) 2009,2009,Bijela,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Jablanica,Mercedes-Benz,360000,E-Klasse (Svi),15000,Mercedes-Benz E-Klasse (svi) 2011,2011,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,3-Feb,Dizel,85,Bosanska Krupa,Mercedes-Benz,335525,Sprinter,15500,Mercedes-Benz VITO 111 CDI,2007,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,Kombi,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,100,Jajce,Mercedes-Benz,220000,E 200,15500,Mercedes-Benz E 200,2008,Crna,TRUE,Zadnji,Euro 4,16,Automatik,unavailable,TRUE,FALSE,TRUE
3.2,5-Apr,Dizel,165,Sarajevo - Centar,Mercedes-Benz,210000,CLS 320,15600,Mercedes-Benz CLS AMG 320 2006 za kes odlicna cjena,2006,Crna,FALSE,Zadnji,Euro 4,16,Automatik,Limuzina,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,100,Mostar,Mercedes-Benz,264000,E 200,16200,Mercedes E200 CDI Avantgarde/Xenon,2007,Siva,TRUE,Zadnji,Euro 4,16,Manuelni,unavailable,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Mostar,Mercedes-Benz,266000,C 220,15500,Mercedes-Benz C-Klasse C 220 CDI,2010,Bijela,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,TRUE,FALSE,FALSE
2.2,5-Apr,Dizel,125,Zenica,Mercedes-Benz,350000,E 220,20000,Mercedes-Benz E 220,2010,Bijela,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Kiseljak,Mercedes-Benz,300000,C 220,17000,Mercedes Benz Top Stanje,2009,Siva,FALSE,Zadnji,Euro 4,17,Manuelni,Karavan,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Laktaši,Mercedes-Benz,246500,C 200,16600,Mercedes-Benz BLUE EFFICIENCY C 200 EURO5,2010,Siva,TRUE,Sva četiri,Euro 5,17,Manuelni,Karavan,TRUE,TRUE,TRUE
3,5-Apr,Dizel,165,Mostar,Mercedes-Benz,270000,ML 320,18990,Mercedes-Benz ML 320 W164,2006,Srebrena,TRUE,Sva četiri,Euro 4,19,Automatik,Terenac,TRUE,TRUE,TRUE
3,5-Apr,Dizel,140,Milići,Mercedes-Benz,323000,E 280,14600,Mercedes-Benz E 280 nova reg do 17.04.2025 Urađen servis mjenjača,2008,Smeđa,TRUE,Zadnji,Euro 4,16,Automatik,Limuzina,TRUE,FALSE,TRUE
3,3-Feb,Dizel,165,Lukavac,Mercedes-Benz,297401,CLK 320,15800,MERCEDES CLK 320 ZA KEŠ DRUGA PRIČA,2007,Siva,TRUE,Zadnji,Euro 4,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Čelinac,Mercedes-Benz,406646,E 220,17500,Mercedes-Benz E 220 W 212 E220 W212,2010,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Karavan,TRUE,FALSE,TRUE
3.7,5-Apr,Plin,170,Brčko,Mercedes-Benz,188000,Viano,19900,Mercedes-Benz W639 Viano 3.5 benzin/plin,2008,Siva,FALSE,Zadnji,Euro 4,17,Automatik,Kombi,TRUE,FALSE,TRUE
2,5-Apr,Dizel,100,Tuzla,Mercedes-Benz,242566,C 200,19000,Mercedes-Benz C 200 W204 2010 godina U ZAMIJENI SKUPLJI,2010,Crna,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,140,Tomislavgrad,Mercedes-Benz,330000,C 220,16000,Mercedes-Benz C 220,2008,Plava,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,100,Doboj Jug,Mercedes-Benz,280000,C 220,16900,MERCEDES C200 CDI 2010 GODINA AVANGARD LIMUZINA,2010,Plava,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,TRUE,FALSE,FALSE
3,5-Apr,Dizel,165,Ilidža,Mercedes-Benz,285000,ML 300,18000,Mercedes-Benz ML 300,2008,Crna,TRUE,Sva četiri,Euro 5,16,Automatik,Terenac,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Goražde,Mercedes-Benz,140000,C 200,21200,Mercedes-Benz C 200,2010,Crna,TRUE,Zadnji,Euro 4,16,Automatik,Limuzina,TRUE,FALSE,TRUE
3,3-Feb,Dizel,170,Bužim,Mercedes-Benz,248000,E 350,25000,Mercedes E350 Coupe FULL OPREMA,2009,Siva,TRUE,Zadnji,Euro 5,18,Automatik,Sportski/kupe,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Sarajevo - Novi Grad,Mercedes-Benz,230000,E 220,21900,"Mercedes-Benz E 220 CDI, 170 KS",2010,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,TRUE,TRUE
1.8,5-Apr,Benzin,105,Bihać,Mercedes-Benz,203000,C 250,22500,Mercedes-Benz C 250,2010,Siva,TRUE,Zadnji,Euro 5,17,Automatik,unavailable,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,100,Ilidža,Mercedes-Benz,340000,E 200,21000,Mercedes-Benz E 200,2010,Siva,TRUE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,TRUE,TRUE
3,5-Apr,Dizel,170,Sarajevo - Novi Grad,Mercedes-Benz,215000,E 350,25000,Mercedes-Benz E 350 AMG,2009,Siva,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,TRUE
5,3-Feb,Benzin,220,Sarajevo - Centar,Mercedes-Benz,237000,CL 500,19500,Mercedes CL 500 - moze zamjena,2000,Srebrena,TRUE,Zadnji,Euro 3,16,Automatik,Sportski/kupe,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,150,Sarajevo - Stari Grad,Mercedes-Benz,310000,C 250,21500,Mercedes-Benz C 250 4MATIC,2011,Crna,TRUE,Sva četiri,Euro 5,17,Automatik,unavailable,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Doboj,Mercedes-Benz,213000,E 220,23900,Mercedes-Benz E 220 2010 UVOZ NJEMAČKA,2010,Crna,TRUE,Zadnji,Euro 5,17,Manuelni,Limuzina,TRUE,TRUE,FALSE
1.5,5-Apr,Dizel,80,Busovača,Mercedes-Benz,243905,A 180,21900,Mercedes-Benz A 180,2015,Siva,TRUE,Prednji,Euro 5,16,Manuelni,Malo auto,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Banja Luka,Mercedes-Benz,274000,GLK 220,24900,Mercedes-Benz GLK 220 CDI 4x4,2011,Siva,TRUE,Zadnji,Euro 5,16,Automatik,unavailable,TRUE,FALSE,FALSE
3,5-Apr,Benzin,138,Čitluk,Mercedes-Benz,247000,S 300,25000,Mercedes-Benz S 300,1987,Siva,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,125,Gradačac,Mercedes-Benz,292000,E 220,22600,Mercedes-Benz E 220 Dizel 125 kw Automatik,2010,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,FALSE,FALSE
1.8,5-Apr,Dizel,100,Sarajevo - Stari Grad,Mercedes-Benz,247140,B 200,20500,Mercedes-Benz B 200,2012,Siva,FALSE,Prednji,Euro 5,17,Manuelni,unavailable,TRUE,FALSE,TRUE
1.5,5-Apr,Dizel,80,Vitez,Mercedes-Benz,245000,B 180,24900,"Mercedes-Benz B 180 2015 Navi,Kamera",2015,Crna,FALSE,Sva četiri,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
3,5-Apr,Dizel,165,Cazin,Mercedes-Benz,380000,ML 320,21000,Mercedes-Benz ML 320 2007,2007,Crna,TRUE,Sva četiri,Euro 4,19,Automatik,Terenac,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,88,Čitluk,Mercedes-Benz,35,C 220,21500,Mercedes C 180 CDI Sportpaket Edition AMG Line C 220,2011,Crna,TRUE,Zadnji,Euro 5,18,Manuelni,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,110,Sarajevo - Novo Sarajevo,Mercedes-Benz,385000,Viano,22750,Mercedes-Benz Viano,2006,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Kombi,TRUE,FALSE,TRUE
3,5-Apr,Dizel,80,Laktaši,Mercedes-Benz,131439,300,23000,Mercedes-Benz 300,1980,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Oldtimer,TRUE,FALSE,FALSE
2.2,5-Apr,Dizel,150,Bijeljina,Mercedes-Benz,206760,E 250,24000,Mercedes-Benz E-Klasse E250 CDI W212 150KW,2009,Crna,FALSE,Zadnji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,100,Derventa,Mercedes-Benz,278000,C 200,24000,Mercedes-Benz w204 C 200 cdi AMG optic,2012,Crna,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Brod,Mercedes-Benz,262000,E 220,23500,Mercedes-Benz 220 2010,2010,Siva,FALSE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Prijedor,Mercedes-Benz,216000,C 200,24500,"Mercedes-Benz C 200, 2013.g.p.",2013,Crna,TRUE,Zadnji,Euro 5,16,Manuelni,Karavan,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Prijedor,Mercedes-Benz,216000,E 220,23900,Mercedes-Benz E 220 2009 god TOP MOZE ZAMJENA,2009,Siva,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Bihać,Mercedes-Benz,260000,E 200,20400,Mercedes-Benz E 200,2012,Siva,TRUE,Zadnji,Euro 4,16,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Bihać,Mercedes-Benz,260000,E 200,24000,Mercedes-Benz E 200 BlueEfficiency,2012,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,TRUE,TRUE,TRUE
3.2,5-Apr,Dizel,170,Ilidža,Mercedes-Benz,250000,E 350,22900,Mercedes E 350 CDI Avangarde,2010,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Karavan,TRUE,TRUE,TRUE
3.5,5-Apr,Dizel,180,Prnjavor,Mercedes-Benz,115000,ML 350,22500,Mercedes-Benz ML 350 BlueTec,2010,Crna,FALSE,Sva četiri,Euro 5,22,Automatik,unavailable,TRUE,FALSE,TRUE
2,3-Feb,Benzin,155,Bijeljina,Mercedes-Benz,200000,E 250,59500,Mercedes-Benz W212 E 250 Cabrio AMG LED 7G,2013,Crna,TRUE,Sva četiri,Euro 6,19,Automatik,unavailable,TRUE,FALSE,TRUE
3,5-Apr,Dizel,190,Breza,Mercedes-Benz,299996,ML 350,49999,MERCEDES ML 350 AMG 190KW 061615483,2013,Bijela,TRUE,Sva četiri,Euro 6,20,Automatik,Terenac,TRUE,TRUE,TRUE
2,5-Apr,Dizel,143,Sarajevo - Centar,Mercedes-Benz,210000,E 220,44999,Mercedes-Benz E 220 W213,2016,Crna,TRUE,Zadnji,Euro 6,16,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Tešanj,Mercedes-Benz,256321,C 250,44000,Mercedes-Benz C 250,2014,Crna,TRUE,Sva četiri,Euro 6,18,Automatik,Limuzina,TRUE,TRUE,TRUE
1.6,5-Apr,Dizel,90,Sarajevo - Novi Grad,Mercedes-Benz,151788,C 180,66900,MERCEDES-BENZ C 180D 9G AMG SPORTPAKET (2020 Model),2019,Crna,TRUE,Zadnji,Euro 6,16,Automatik,Limuzina,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,120,Ilidža,Mercedes-Benz,250000,C 220,46500,Mercedes-Benz C 220 AMG,2014,Siva,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,TRUE
2,5-Apr,Dizel,143,Sanski Most,Mercedes-Benz,120000,E 220,69900,Mercedes-Benz E 220 cdi 2019.g..Redizajn.Avangard.,2019,Siva,TRUE,Zadnji,Euro 6,18,Automatik,Limuzina,TRUE,TRUE,TRUE
3,5-Apr,Dizel,258,Ilidža,Mercedes-Benz,211000,ML 350,52900,Mercedes-Benz ML 350 2014,2014,Plava,FALSE,Sva četiri,Euro 5,20,Automatik,Terenac,TRUE,TRUE,TRUE
3,5-Apr,Dizel,190,Ilidža,Mercedes-Benz,151500,GL 350,87900,Mercedes-Benz GL 350 2015,2015,Siva,FALSE,Sva četiri,Euro 6,21,Automatik,Terenac,TRUE,FALSE,FALSE
2.2,5-Apr,Dizel,125,Sarajevo - Novi Grad,Mercedes-Benz,50000,C 220,44900,Mercedes-Benz C 220 CDI AMG Line NOVO,2016,Siva,FALSE,Zadnji,Euro 6,19,Automatik,Karavan,TRUE,TRUE,TRUE
1.4,5-Apr,Benzin,100,Ilidža,Mercedes-Benz,16938,A 180,58900,Mercedes-Benz A 180,2022,Crna,FALSE,Prednji,Euro 6,17,Automatik,Malo auto,TRUE,TRUE,FALSE
1.4,5-Apr,Benzin,100,Ilidža,Mercedes-Benz,24354,B 180,59980,Mercedes-Benz B 180,2022,Crna,TRUE,Prednji,Euro 6,17,Automatik,Malo auto,TRUE,TRUE,FALSE
2,5-Apr,Dizel,143,Ilidža,Mercedes-Benz,43435,E 220,87480,Mercedes-Benz E 220 d I MB Certified,2019,Crna,FALSE,Zadnji,Euro 6,18,Automatik,Limuzina,TRUE,TRUE,FALSE
1.4,5-Apr,Benzin,100,Ilidža,Mercedes-Benz,14675,B 180,65000,Mercedes-Benz B 180 I MB Certified,2022,Crna,TRUE,Prednji,Euro 6,17,Automatik,Monovolumen,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Ilidža,Mercedes-Benz,134000,GLA 200,45000,Mercedes-Benz GLA 200 d 4MATIC,2016,Bijela,TRUE,Sva četiri,Euro 6,19,Automatik,SUV,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,120,Ilidža,Mercedes-Benz,125486,GLC 220,85980,Mercedes-Benz GLC 220 d 4MATIC Coupe,2017,Srebrena,TRUE,Sva četiri,Euro 6,19,Automatik,Terenac,TRUE,TRUE,FALSE
2,5-Apr,Dizel,180,Ilidža,Mercedes-Benz,129000,C 300,73980,Mercedes-Benz C 300 d 4MATIC T model,2018,Siva,TRUE,Sva četiri,Euro 6,18,Automatik,Karavan,TRUE,TRUE,TRUE
1.5,5-Apr,Dizel,85,Ilidža,Mercedes-Benz,118727,A 180,54980,Mercedes-Benz A 180 d,2019,Bijela,TRUE,Prednji,Euro 6,17,Automatik,Malo auto,TRUE,TRUE,FALSE
2.2,5-Apr,Dizel,150,Banja Luka,Mercedes-Benz,198000,E 250,39000,Mercedes E 250 CDI Panorama 7g-Tronic,2014,Crna,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Prnjavor,Mercedes-Benz,239520,GLC 220,59500,"Mercedes-Benz GLC 220 d,AMG LINE,4MATIC,F1,KAMERA,LED",2015,Siva,TRUE,Sva četiri,Euro 6,19,Automatik,Terenac,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Doboj,Mercedes-Benz,224000,GLC 250,54000,Mercedes-Benz GLC 250d 4matic,2016,Siva,TRUE,Sva četiri,Euro 5,19,Automatik,unavailable,TRUE,TRUE,FALSE
3,5-Apr,Dizel,170,Široki Brijeg,Mercedes-Benz,295000,ML 350,31000,Mercedes-Benz ML 350 CDI ML350 Grand edition,2010,Siva,FALSE,Sva četiri,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,125,Ljubuški,Mercedes-Benz,233000,C 220,33990,Mercedes-Benz C 220 cdi 2015g,2015,Siva,FALSE,Sva četiri,Euro 5,16,Manuelni,Limuzina,TRUE,TRUE,FALSE
3,5-Apr,Dizel,190,Ilidža,Mercedes-Benz,213000,GLE 350,69999,Mercedes-Benz GLE 350 2016,2016,Siva,FALSE,Sva četiri,Euro 6,19,Automatik,Terenac,TRUE,FALSE,FALSE
2,5-Apr,Dizel,100,Tomislavgrad,Mercedes-Benz,148500,C 200,36500,Mercedes-Benz C 200,2015,Crna,TRUE,Zadnji,Euro 6,17,Automatik,unavailable,TRUE,TRUE,FALSE
2,5-Apr,Dizel,110,Ljubuški,Mercedes-Benz,133506,E 200,49990,Mercedes-Benz E 200D Karavan 9G-Tronic Avantgarde,2017,Srebrena,TRUE,Zadnji,Euro 5,17,Automatik,Karavan,TRUE,TRUE,FALSE
1.6,5-Apr,Dizel,85,Ljubuški,Mercedes-Benz,104263,C 180,49990,Mercedes-Benz C 180 D Karavan 7G-Tronic AMG Line,2018,Siva,TRUE,Zadnji,Euro 5,18,Automatik,Karavan,TRUE,TRUE,FALSE
1.6,5-Apr,Dizel,85,Ljubuški,Mercedes-Benz,127951,C 180,42990,Mercedes-Benz C 180 D Karavan AMG Line NIGHT-PAKET,2017,Srebrena,TRUE,Zadnji,Euro 5,18,Manuelni,Karavan,TRUE,TRUE,FALSE
1.6,5-Apr,Dizel,85,Nepoznato,Mercedes-Benz,119912,C 180,46990,Mercedes-Benz C 180 D Karavan 7G-Tronic AMG Line,2016,Crna,TRUE,Zadnji,Euro 5,18,Automatik,Karavan,TRUE,TRUE,FALSE
1.5,5-Apr,Dizel,80,Ljubuški,Mercedes-Benz,157156,B 180,32990,Mercedes B180 CDI Tiptr. 7G-Tronic AMG Line NIGHT-PAKET,2015,Siva,TRUE,Prednji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,FALSE
1.5,5-Apr,Dizel,80,Ljubuški,Mercedes-Benz,69831,GLA 180,59990,Mercedes-Benz GLA 180 D 7G-Tronic NIGHT-PAKET AMG Line,2018,Crvena,TRUE,Prednji,Euro 5,19,Automatik,Terenac,TRUE,TRUE,FALSE
1.5,5-Apr,Dizel,80,Ljubuški,Mercedes-Benz,149825,CLA 180,51990,Mercedes-Benz CLA 180D 7G-Tronic AMG Line NIGHT-PAKET,2018,Srebrena,TRUE,Prednji,Euro 5,18,Automatik,Limuzina,TRUE,TRUE,FALSE
2,5-Apr,Dizel,143,Banja Luka,Mercedes-Benz,103915,GLC 220,97700,Mercedes GLC 220D 4Matic NIGHT-PAKET AMG Line AIRMATIC,2020,Siva,TRUE,Sva četiri,Euro 5,20,Automatik,Terenac,TRUE,TRUE,FALSE
2,5-Apr,Dizel,120,Banja Luka,Mercedes-Benz,235000,E 200,49000,Mercedes E200 avangard 360 kamera multibeam KEŠ,2017,Plava,TRUE,Zadnji,Euro 5,17,Automatik,unavailable,TRUE,TRUE,TRUE
2,5-Apr,Dizel,100,Sarajevo - Novi Grad,Mercedes-Benz,151899,B 200,39900,MERCEDES-BENZ B200 CDI 4MATIC AMG LINE,2017,Crna,TRUE,Sva četiri,Euro 6,16,Automatik,Monovolumen,FALSE,TRUE,FALSE
2.5,5-Apr,Dizel,150,Mostar,Mercedes-Benz,242000,ML 250,52800,MERCEDES ML 250 CDI BLUETEC 4MATIC Sportpaket,2013,Crna,TRUE,Sva četiri,Euro 6,20,Automatik,Terenac,TRUE,TRUE,FALSE
1.7,5-Apr,Benzin,85,Brod,Mercedes-Benz,263,A 170,5999,Mercedes-Benz A 170 2007 AVANTGARDE,2007,Crna,TRUE,Prednji,Euro 4,16,Manuelni,Malo auto,TRUE,FALSE,FALSE
2,5-Apr,Dizel,80,Tuzla,Mercedes-Benz,330000,A 180,6900,Mercedes-Benz A 180,2007,Crna,FALSE,Prednji,Euro 4,16,Automatik,unavailable,TRUE,FALSE,TRUE
2.6,5-Apr,Benzin,130,Mostar,Mercedes-Benz,230000,E-Klasse (Svi),8400,2003 Mercedes-Benz E 240 (BEZ ZAMJENA),2003,Plava,TRUE,Zadnji,Euro 4,16,Automatik,Limuzina,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,110,Grude,Mercedes-Benz,396000,E 220,8100,Mercedes-Benz E 220 2003,2003,Siva,TRUE,Zadnji,Euro 3,16,Manuelni,Karavan,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,110,Banja Luka,Mercedes-Benz,330000,C 220,9990,Mercedes-Benz C220 CDI W203 karavan,2006,Siva,TRUE,Zadnji,Euro 4,16,Manuelni,Karavan,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,85,Tešanj,Mercedes-Benz,333000,C 200,8000,Mercedes 2003 g. C 200 85 kw. Reg. Do 5mj.2024 g,2003,Crna,FALSE,Zadnji,Euro 4,15,Manuelni,Limuzina,TRUE,FALSE,TRUE
2.7,5-Apr,Dizel,130,Brod,Mercedes-Benz,380000,E 270,9500,Mercedes-Benz E 270,2003,Crna,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,110,Prijedor,Mercedes-Benz,280000,E 220,9500,Mercedes-Benz E 220,2005,Crna,TRUE,Zadnji,Euro 4,16,Automatik,Karavan,TRUE,TRUE,TRUE
2,5-Apr,Dizel,90,Sanski Most,Mercedes-Benz,220000,C 200,6500,Mercedes-Benz C 200 2002,2002,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,105,Gračanica,Mercedes-Benz,280598,C 220,6450,Mercedes-Benz C 220 2002,2002,Plava,TRUE,Zadnji,Euro 3,16,Manuelni,Limuzina,TRUE,FALSE,FALSE
2,5-Apr,Dizel,80,Prnjavor,Mercedes-Benz,265000,A 180,6500,Mercedes-Benz A 180,2008,Crna,FALSE,Prednji,Euro 4,15,Manuelni,unavailable,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,110,Gradiška,Mercedes-Benz,320000,C 220,9500,Mercedes-Benz C220 CDI,2004,Crna,TRUE,Zadnji,Euro 4,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2,5-Apr,Dizel,60,Ilidža,Mercedes-Benz,278444,A 160,5555,AKCIJA: Mercedes A160 CDI [CM629],2005,Zelena,FALSE,Prednji,Euro 5,16,Manuelni,Malo auto,TRUE,FALSE,TRUE
2,5-Apr,Dizel,80,Banja Luka,Mercedes-Benz,190000,A 180,9800,Mercedes-Benz 2.0 Dizel Registrovan,2010,Siva,TRUE,Prednji,Euro 5,16,Manuelni,Malo auto,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Kreševo,Mercedes-Benz,290000,C 220,9500,Mercedes-Benz C 220,2005,Crna,TRUE,Zadnji,Euro 3,17,Manuelni,Karavan,TRUE,FALSE,TRUE
2,5-Apr,Dizel,80,Visoko,Mercedes-Benz,210000,A 180,6600,Mercedes-Benz A 180,2005,Siva,FALSE,Prednji,Euro 5,16,Manuelni,Malo auto,FALSE,FALSE,FALSE
1.8,3-Feb,Benzin,120,Bijeljina,Mercedes-Benz,276000,C 200,5000,Mercedes Benz C 200 KOMPRESSOR 2003,2003,Zlatna,TRUE,Zadnji,Euro 4,17,Manuelni,Limuzina,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,115,Istočno Sarajevo,Mercedes-Benz,400000,E 220,12200,Mercedes-Benz E 220,2007,Plava,FALSE,Zadnji,Euro 4,18,Automatik,Limuzina,TRUE,FALSE,TRUE
3,5-Apr,Dizel,165,Brčko,Mercedes-Benz,290000,C 320,10500,Mercedes-Benz C 320 7g tronic,2006,Crna,TRUE,Zadnji,Euro 4,17,Automatik,Karavan,TRUE,TRUE,TRUE
3,5-Apr,Dizel,165,Bihać,Mercedes-Benz,340000,C 320,10200,MERCEDES C 320 CDI W203 Avangard,2006,Plava,TRUE,Zadnji,Euro 5,17,Automatik,unavailable,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,105,Čelić,Mercedes-Benz,217000,C 220,11000,Mercedes-Benz C 220,2003,Plava,TRUE,Zadnji,Euro 5,15,Manuelni,Limuzina,TRUE,FALSE,TRUE
2,5-Apr,Dizel,81,Sarajevo - Stari Grad,Mercedes-Benz,255000,A 180,8700,Mercedes-Benz A 180,2010,Crna,TRUE,Prednji,Euro 5,16,Manuelni,unavailable,TRUE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Lukavac,Mercedes-Benz,494458,C 220,13000,Mercedes C220,2008,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Karavan,TRUE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Bijeljina,Mercedes-Benz,230000,C 200,14500,MERCEDES   C 200 CDI    W204 FABRIČKO STANJE,2008,Siva,TRUE,Zadnji,Euro 4,16,Manuelni,Limuzina,TRUE,TRUE,TRUE
2,5-Apr,Dizel,103,Banovići,Mercedes-Benz,224717,B 200,10300,Mercedes B 200,2008,Siva,TRUE,Zadnji,Euro 4,15,Automatik,Limuzina,TRUE,FALSE,TRUE
