displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,updatedAt,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration
2.0,4/5,Dizel,81.0,Hadžići,Škoda,210.0,Yeti,18800,Škoda Yeti,2023-10-14T05:17:55.926Z,2012.0,Siva,True,Sva četiri,Euro 5,17.0,Manuelni,Terenac,True,FALSE,True
1.2,4/5,Benzin,66.0,Banja Luka,Škoda,220000.0,Rapid,14900,Škoda Rapid 2016,2024-04-06T07:17:15.906Z,2016.0,Siva,FALSE,Prednji,Euro 5,14.0,Manuelni,Limuzina,True,FALSE,FALSE
1.0,4/5,Benzin,70.0,Bihać,Škoda,199000.0,Fabia,17000,Škoda Fabia 2018,2024-01-06T02:40:50.124Z,2018.0,Bijela,FALSE,Prednji,Euro 5,16.0,Manuelni,Malo auto,True,FALSE,FALSE
1.4,4/5,Dizel,66.0,Brčko,Škoda,105000.0,Rapid,18900,Škoda Rapid 1.4 TDI,2024-01-06T02:40:50.124Z,2018.0,Crna,FALSE,Prednji,Euro 5,15.0,Manuelni,Limuzina,True,FALSE,True
2.0,4/5,Dizel,135.0,Brčko,Škoda,280000.0,Octavia,24900,Škoda Octavia,2023-11-04T02:31:06.391Z,2017.0,Bijela,True,Sva četiri,Euro 6,17.0,Automatik,Karavan,True,True,True
2.0,4/5,Dizel,110.0,Žepče,Škoda,223000.0,Octavia,22800,Škoda Octavia 2015 g 2.0 tdi DSG,2024-04-20T06:58:21.181Z,2015.0,Plava,True,Prednji,Euro 6,17.0,Automatik,unavailable,True,True,True
1.6,4/5,Dizel,85.0,Banja Luka,Škoda,204000.0,Octavia,20900,Octavia sw  model 2018. ..top stanje..,2023-10-14T05:17:55.926Z,2017.0,Siva,True,Prednji,Euro 6,16.0,Manuelni,Karavan,True,True,FALSE
2.0,4/5,Dizel,110.0,Banja Luka,Škoda,104000.0,Superb,42900,"Škoda Superb Style,2.0 tdi,DSG",2024-01-20T07:20:06.802Z,2018.0,Plava,True,Prednji,Euro 6,18.0,Automatik,Limuzina,True,True,True
2.0,4/5,Dizel,140.0,Zvornik,Škoda,193000.0,Superb,32000,"Škoda Superb 2,0 TDI 190 ks 2015 god",2024-01-20T07:20:06.802Z,2015.0,Bijela,True,Prednji,Euro 6,17.0,Automatik,Limuzina,True,True,FALSE
2.0,4/5,Dizel,135.0,Sarajevo - Novo Sarajevo,Škoda,208000.0,Octavia,30650,SKODA OCTAVIA MOD 2018 4X4 DSG 2.0 TDI 135 KW FULL OPREMA TOP,2023-10-28T05:51:37.080Z,2017.0,Crna,True,Sva četiri,Euro 6,17.0,Automatik,Karavan,True,True,True
2.0,4/5,Dizel,110.0,Tešanj,Škoda,3.0,Kodiaq,89231,SKODA KODIAQ STYLE 2.0 TDI 4x4 DSG7 7 sjedišta - u dolasku,2023-12-09T15:38:14.900Z,2023.0,Siva,True,Sva četiri,Euro 6,19.0,Automatik,SUV,True,True,FALSE
2.0,4/5,Dizel,110.0,Banja Luka,Škoda,178000.0,Octavia Scout,30000,Škoda Octavia Scout 4x4,2024-03-09T13:09:07.088Z,2016.0,Bijela,True,Sva četiri,Euro 6,17.0,Manuelni,Karavan,True,True,True
2.0,4/5,Dizel,110.0,Visoko,Škoda,126000.0,Karoq,57800,Škoda Karoq 2.0 TDI DSG 4x4,2024-01-06T02:40:50.124Z,2021.0,Siva,True,Sva četiri,Euro 6,17.0,Automatik,SUV,True,True,True
2.0,4/5,Dizel,110.0,Sarajevo - Novo Sarajevo,Škoda,192000.0,Kodiaq,39800,Škoda Kodiaq tdi dsg 2019.u dolasku do registracije,2023-12-09T15:38:14.900Z,2019.0,Bijela,True,Prednji,Euro 6,16.0,Automatik,SUV,True,True,FALSE
2.0,4/5,Dizel,110.0,Tešanj,Škoda,5.0,Octavia,62319,SKODA OCTAVIA A8 STYLE 2.0 TDI DSG7,2024-03-23T09:15:15.650Z,2024.0,Siva,True,Prednji,Euro 6,17.0,Automatik,Limuzina,True,True,FALSE
2.0,4/5,Dizel,85.0,Tešanj,Škoda,5.0,Octavia,54225,SKODA OCTAVIA A8 AMBITION 2.0 TDI DSG7 - na lageru,2024-02-17T10:21:11.897Z,2023.0,Siva,True,Prednji,Euro 6,16.0,Automatik,Limuzina,True,FALSE,FALSE
2.0,4/5,Dizel,140.0,Brčko,Škoda,173500.0,Kodiaq,54500,"Škoda Kodiaq 4x4 DSG 190 ks, Led, uvoz CH",2023-10-21T22:24:32.711Z,2018.0,Siva,True,Sva četiri,Euro 6,18.0,Automatik,unavailable,True,True,FALSE
2.0,4/5,Dizel,147.0,Tešanj,Škoda,81312.0,Octavia RS,59900,Škoda Octavia VRS 2021G 4x4 81.000km,2024-04-20T06:58:21.181Z,2021.0,Crvena,True,Sva četiri,Euro 6,19.0,Automatik,Limuzina,True,True,True
1.6,4/5,Dizel,85.0,Prnjavor,Škoda,187520.0,Karoq,34900,Škoda Karoq 2018,2023-10-21T22:24:32.711Z,2018.0,Crna,True,Prednji,Euro 6,17.0,Manuelni,SUV,True,True,FALSE
1.9,4/5,Dizel,77.0,Kakanj,Škoda,295000.0,Octavia,8799,Škoda Octavia 2006,2023-10-28T08:21:30.088Z,2006.0,Crna,FALSE,Prednji,Euro 4,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.2,4/5,Dizel,55.0,Čelić,Škoda,192350.0,Fabia,7500,Škoda Fabia,2024-02-03T05:38:29.621Z,2010.0,Crna,True,Prednji,Euro 5,15.0,Manuelni,Karavan,True,FALSE,True
1.9,4/5,Dizel,77.0,Zvornik,Škoda,340000.0,Octavia,10500,Škoda Octavia 2006,2024-01-27T03:44:03.696Z,2006.0,Crna,True,Prednji,Euro 4,16.0,Manuelni,Limuzina,True,FALSE,True
1.2,4/5,Dizel,55.0,Živinice,Škoda,230000.0,Fabia,9200,Škoda Fabia 1.2 TDI 55kw 2012 God,2023-10-21T22:24:32.711Z,2012.0,Bordo,True,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,FALSE
1.2,4/5,Dizel,55.0,Banja Luka,Škoda,191369.0,Fabia,8999,Škoda Fabia 1.2 tdi 2011 godina kao nov,2023-10-14T05:17:55.926Z,2011.0,Siva,True,Prednji,Euro 5,15.0,Manuelni,Limuzina,True,FALSE,FALSE
1.2,4/5,Benzin,51.0,Tuzla,Škoda,216000.0,Fabia,6450,Škoda Fabia 2008,2023-10-21T22:24:32.711Z,2008.0,Žuta,FALSE,Prednji,Euro 5,14.0,Manuelni,Malo auto,True,FALSE,True
1.2,4/5,Dizel,55.0,Doboj,Škoda,205000.0,Fabia,9450,Škoda Fabia 1.2 TDI 55kw 2012god.NAVI Greenline,2023-10-28T05:51:37.080Z,2012.0,Plava,True,Prednji,Euro 5,15.0,Manuelni,Karavan,True,True,FALSE
1.9,4/5,Dizel,74.0,Fojnica,Škoda,276000.0,Fabia,6500,SKODA FABIA FABIJA 1.9 TDI 74KW 2005 GOD,2023-10-14T05:17:55.926Z,2005.0,Siva,FALSE,Prednji,Euro 5,14.0,Manuelni,Karavan,True,FALSE,FALSE
1.9,4/5,Dizel,77.0,Sarajevo - Stari Grad,Škoda,304000.0,Octavia,8900,"Škoda Octavia 1,9 TDi 77kw 2005/06 - Kao Nova -",2023-10-21T22:24:32.711Z,2005.0,Siva,True,Prednji,Euro 3,16.0,Manuelni,Limuzina,True,FALSE,True
1.2,4/5,Dizel,55.0,Bijeljina,Škoda,200000.0,Fabia,7800,Škoda Fabia,2023-11-04T02:31:06.391Z,2011.0,Plava,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,FALSE
1.6,4/5,Dizel,55.0,Banja Luka,Škoda,112500.0,Fabia,12200,Škoda Fabia 2014,2024-06-08T06:47:39.123Z,2014.0,Bijela,FALSE,Prednji,Euro 5,15.0,Manuelni,Karavan,True,FALSE,True
1.6,4/5,Dizel,77.0,Tešanj,Škoda,262000.0,Octavia,12800,"Škoda Octavia 2012 1,6tdi karavan",2023-10-14T05:17:55.926Z,2012.0,Crna,True,Prednji,Euro 5,15.0,Manuelni,Karavan,True,True,FALSE
1.9,4/5,Dizel,77.0,Sarajevo - Novi Grad,Škoda,315000.0,Octavia,12000,Škoda Octavia 2009,2023-10-28T08:21:30.088Z,2009.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,True,FALSE,True
1.9,4/5,Dizel,77.0,Sarajevo - Novi Grad,Škoda,289340.0,Octavia,11800,ŠKODA OCTAVIA 1.9 7DI 77KW BXE*GP2011*TEK REGISTROVANO,2023-11-04T02:31:06.391Z,2011.0,Crvena,True,Prednji,Euro 5,15.0,Manuelni,Limuzina,True,FALSE,True
1.6,4/5,Dizel,77.0,Tešanj,Škoda,230000.0,Octavia,13850,Škoda Octavia A6,2023-10-21T22:24:32.711Z,2013.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,True,FALSE,True
1.6,4/5,Dizel,77.0,Vitez,Škoda,261764.0,Fabia,11550,Škoda Fabia 1.6 TDI 2013 GOD,2023-10-14T05:17:55.926Z,2013.0,Crna,True,Prednji,Euro 5,16.0,Manuelni,unavailable,True,True,FALSE
1.6,4/5,Dizel,77.0,Ilijaš,Škoda,235000.0,Octavia,11000,Škoda Octavia,2023-10-21T22:24:32.711Z,2010.0,Plava,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,True
1.6,4/5,Dizel,77.0,Doboj Jug,Škoda,254000.0,Roomster,10500,Škoda Roomster 1.6 TDI 2011 G,2023-10-21T22:24:32.711Z,2011.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,FALSE
1.0,4/5,Benzin,44.0,Gradačac,Škoda,148000.0,Fabia,14500,Škoda Fabia 1.0 MPI 2017 *148.000km* skoda,2023-10-28T08:21:30.088Z,2017.0,Bijela,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,FALSE
1.0,4/5,Benzin,77.0,Sarajevo - Novi Grad,Škoda,124032.0,Rapid,19850,Škoda Rapid,2023-10-21T22:24:32.711Z,2017.0,Bijela,FALSE,Prednji,Euro 6,16.0,Manuelni,Limuzina,True,FALSE,True
2.0,4/5,Dizel,103.0,Mostar,Škoda,225000.0,Octavia,14900,Škoda Octavia,2024-02-17T10:21:11.897Z,2011.0,Bijela,FALSE,Prednji,Euro 5,16.0,Automatik,Karavan,True,FALSE,True
1.6,4/5,Dizel,66.0,Brčko,Škoda,230000.0,Rapid,14900,Škoda Rapid 1.6TDI Spaceback 2015mod 66kW Navigacija Tempomat Par,2023-12-23T04:03:35.350Z,2014.0,Plava,True,Prednji,Euro 5,16.0,Manuelni,Karavan,True,True,FALSE
1.9,4/5,Dizel,77.0,Tešanj,Škoda,163400.0,Octavia,16150,Škoda Octavia 2013,2023-11-11T06:50:33.464Z,2013.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,True,FALSE,FALSE
2.0,4/5,Dizel,110.0,Vitez,Škoda,258000.0,Octavia,17800,"Škoda Octavia 2.0 TDI, 4x4, 2014 godina",2023-10-21T22:24:32.711Z,2014.0,Siva,True,Sva četiri,Euro 5,16.0,Manuelni,Karavan,True,True,FALSE
1.0,4/5,Benzin,44.0,Brčko,Škoda,116946.0,Fabia,18900,Škoda Fabia 1.0 MPI - Autorad doo,2023-10-21T22:24:32.711Z,2019.0,Smeđa,True,Prednji,Euro 6,16.0,Manuelni,unavailable,True,FALSE,FALSE
2.0,4/5,Dizel,110.0,Sarajevo - Centar,Škoda,76800.0,Octavia,38900,Škoda Octavia,2023-12-30T05:43:43.169Z,2019.0,Siva,True,Prednji,Euro 6,17.0,Automatik,Limuzina,True,True,True
1.6,4/5,Dizel,85.0,Tešanj,Škoda,108593.0,Octavia,32500,Škoda Octavia 2018,2023-12-16T01:47:17.113Z,2018.0,Bijela,FALSE,Prednji,Euro 6,16.0,Automatik,Limuzina,True,True,True
2.0,4/5,Dizel,103.0,Breza,Škoda,300000.0,Octavia,7400,Skoda Octavia Oktavia 2.0 103 kw 2005 god REG DO 30.05.2024 GOD,2023-10-21T22:24:32.711Z,2005.0,Crna,True,Prednji,Euro 4,16.0,Manuelni,unavailable,True,True,True
1.4,4/5,Dizel,51.0,Zenica,Škoda,240000.0,Fabia,5600,Škoda Fabia 1.4 TDI,2023-10-21T22:24:32.711Z,2007.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,Malo auto,True,FALSE,True
2.0,4/5,Dizel,103.0,Sokolac,Škoda,300000.0,Octavia,9500,Škoda Octavia 2.0 Tdi 2008. Godina Xenon Tek Registrovan DETALJNO,2023-10-28T08:21:30.088Z,2008.0,Siva,True,Prednji,Euro 4,16.0,Manuelni,Karavan,True,FALSE,True
1.2,4/5,Benzin,51.0,Banja Luka,Škoda,130000.0,Fabia,9500,Škoda Fabia 1.2 HTP,2023-11-18T11:12:17.828Z,2010.0,Siva,FALSE,Prednji,Euro 5,15.0,Manuelni,unavailable,True,FALSE,FALSE
1.6,4/5,Dizel,66.0,Sarajevo - Novi Grad,Škoda,233000.0,Fabia,9200,Škoda Fabia 1.6 TDI 66kw 2011,2023-10-21T22:24:32.711Z,2011.0,Bijela,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,True
1.2,4/5,Dizel,55.0,Doboj Jug,Škoda,247200.0,Fabia,8599,Škoda Fabia 2012 DIG KLIMA ALU .,2023-10-28T05:51:37.080Z,2012.0,Bijela,True,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.9,4/5,Dizel,66.0,Zenica,Škoda,335558.0,Octavia,5200,Škoda Octavia 2001,2023-10-21T22:24:32.711Z,2001.0,Siva,FALSE,Sva četiri,Euro 3,16.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.2,4/5,Dizel,55.0,Čapljina,Škoda,184387.0,Fabia,8900,Škoda Fabia Dizel 2010,2024-06-08T06:47:39.123Z,2010.0,Siva,FALSE,Sva četiri,Euro 5,16.0,Manuelni,Karavan,True,FALSE,True
1.2,4/5,Benzin,47.0,Vogošća,Škoda,167000.0,Fabia,5800,Škoda Fabia,2023-10-21T22:24:32.711Z,2004.0,Bijela,FALSE,Sva četiri,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
2.0,4/5,Dizel,81.0,Sarajevo - Novi Grad,Škoda,246000.0,Yeti,13890,Škoda Yeti 2.0 tdi 4x4,2023-10-28T08:21:30.088Z,2010.0,Siva,True,Sva četiri,Euro 5,16.0,Manuelni,Terenac,True,True,True
1.2,4/5,Benzin,77.0,Zenica,Škoda,239000.0,Yeti,10200,"Škoda Yeti 1,2 TSI 2010 GODINA REG 05 /24",2023-10-21T22:24:32.711Z,2010.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,True,True,True
1.6,4/5,Dizel,77.0,Doboj,Škoda,270000.0,Octavia,11400,"Škoda Octavia 1.6TDI 77KW, 2010G",2023-11-04T02:31:06.391Z,2010.0,Plava,True,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,FALSE
2.0,4/5,Dizel,125.0,Bugojno,Škoda,369000.0,Superb,13900,Škoda Superb,2023-10-21T22:24:32.711Z,2010.0,Smeđa,FALSE,Prednji,Euro 5,17.0,Automatik,Karavan,True,FALSE,FALSE
1.6,4/5,Dizel,55.0,Gradačac,Škoda,220000.0,Fabia,10500,Škoda Fabia 1.6 TDi 2011god,2023-10-21T22:24:32.711Z,2011.0,Zelena,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,FALSE
1.6,4/5,Dizel,77.0,Vogošća,Škoda,257128.0,Fabia,10950,Škoda Fabia 1.6 TDI 77 KW 2011 godina UVOZ NJEMACKA,2023-11-04T08:41:41.305Z,2011.0,Crna,True,Prednji,Euro 5,15.0,Manuelni,Karavan,True,FALSE,FALSE
2.0,4/5,Dizel,103.0,Breza,Škoda,221254.0,Yeti,14600,Škoda Yeti 2.0 TDI 103KW 4X4 TEK UVEZENA,2023-10-14T05:17:55.926Z,2009.0,Bijela,True,Sva četiri,Euro 5,16.0,Manuelni,Limuzina,True,FALSE,FALSE
1.8,4/5,Benzin,118.0,Doboj,Škoda,141000.0,Octavia,9999,Škoda Octavia 1.8 118kw 4x4 benzin 2010 god,2023-12-16T01:47:17.113Z,2010.0,Bijela,FALSE,Sva četiri,Euro 5,16.0,Manuelni,Karavan,True,FALSE,FALSE
1.6,4/5,Dizel,77.0,Doboj,Škoda,250000.0,Octavia,11900,"Škoda Octavia 1.6TDI 77KW, 2012G",2023-10-14T05:17:55.926Z,2012.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,Karavan,True,FALSE,FALSE
1.8,4/5,Benzin,118.0,Bileća,Škoda,222930.0,Octavia,10500,ŠKODA OCTAVIA 1.8 TSI PLIN REG. DO 08/2024,2023-10-21T22:24:32.711Z,2010.0,Siva,FALSE,Prednji,Euro 5,15.0,Manuelni,Limuzina,True,True,True
2.0,4/5,Dizel,125.0,Trebinje,Škoda,311000.0,Superb,19000,Škoda Superb,2023-11-11T06:50:33.465Z,2013.0,Bijela,True,Prednji,Euro 5,18.0,Automatik,Karavan,True,True,True
2.0,4/5,Dizel,110.0,Sarajevo - Novo Sarajevo,Škoda,0.0,Superb,31000,"Škoda SuperB 2.0 TDI, DSG",2024-06-08T06:47:39.122Z,2015.0,Crna,True,Prednji,Euro 6,19.0,Automatik,Limuzina,True,True,True
1.6,4/5,Dizel,77.0,Doboj Jug,Škoda,242000.0,Octavia,12400,Škoda Octavia,2023-10-21T22:24:32.711Z,2010.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,Limuzina,True,FALSE,FALSE
1.6,4/5,Dizel,77.0,Ilidža,Škoda,221000.0,Octavia,12500,Škoda Octavia 1.6 TDI AUTOMATIK,2024-06-08T06:47:39.123Z,2010.0,Crna,True,Prednji,Euro 5,16.0,Automatik,Karavan,True,FALSE,FALSE
2.0,4/5,Dizel,103.0,Tuzla,Škoda,263000.0,Octavia Scout,11500,Škoda Octavia Oktavia Scout 2.0 TDI 2010god 4x4,2023-10-21T22:24:32.711Z,2010.0,Crna,True,Sva četiri,Euro 5,16.0,Manuelni,unavailable,True,FALSE,FALSE
1.9,4/5,Dizel,66.0,Tuzla,Škoda,112600.0,Octavia,15000,Škoda Octavia Tour 2009,2023-11-04T02:31:06.391Z,2009.0,Siva,FALSE,Prednji,Euro 4,16.0,Manuelni,Limuzina,True,FALSE,True
1.6,4/5,Dizel,77.0,Ilidža,Škoda,265000.0,Octavia,11900,Škoda Octavia 1.6 TDI,2023-10-21T22:24:32.711Z,2010.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,FALSE
1.4,4/5,Dizel,55.0,Konjic,Škoda,185000.0,Fabia,11500,Škoda Fabia,2023-12-02T01:47:51.578Z,2014.0,Bijela,FALSE,Sva četiri,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
1.6,4/5,Dizel,77.0,Bratunac,Škoda,390000.0,Octavia,10550,Škoda Octavia 1.6 2010. godište,2023-11-04T08:41:41.305Z,2010.0,Bijela,True,Sva četiri,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
2.0,4/5,Dizel,81.0,Bijeljina,Škoda,221000.0,Octavia,13800,Škoda Octavia 2.0tdi *2013g family* uvoz Njemacka,2023-10-21T22:24:32.711Z,2013.0,Siva,True,Sva četiri,Euro 5,16.0,Manuelni,unavailable,True,FALSE,FALSE
1.2,4/5,Benzin,44.0,Kakanj,Škoda,210000.0,Fabia,9199,Škoda Fabia 2014 godište,2023-11-04T08:41:41.305Z,2014.0,Bijela,FALSE,Sva četiri,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,103.0,Ilidža,Škoda,365.0,Octavia Scout,10500,Škoda Octavia Scout,2023-11-04T08:41:41.305Z,2008.0,Siva,FALSE,Sva četiri,Euro 5,17.0,Manuelni,Karavan,True,FALSE,True
1.6,4/5,Dizel,66.0,Bijeljina,Škoda,172887.0,Fabia,11700,Škoda Fabia 2012 1.6 TDI MONTECARLO,2023-11-04T08:41:41.305Z,2012.0,Crvena,True,Prednji,Euro 5,15.0,Manuelni,Malo auto,True,FALSE,FALSE
2.0,4/5,Dizel,103.0,Gračanica,Škoda,252000.0,Yeti,19750,Skoda yeti 4x4 AUTOMATIK DSG 2.0 103 kw Tdi Panoramaful 1vlasnik,2024-03-30T03:51:49.249Z,2011.0,Siva,True,Sva četiri,Euro 5,17.0,Automatik,unavailable,True,True,True
1.8,4/5,Benzin,118.0,Bijeljina,Škoda,200000.0,Octavia,11850,Skoda Octavia 1.8TSI DSG 2010,2023-11-04T08:41:41.305Z,2010.0,Siva,FALSE,Prednji,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
1.2,4/5,Dizel,55.0,Bijeljina,Škoda,241000.0,Roomster,12400,Škoda Roomster 1.2 tdi 2014 god 55KW uvezena,2023-11-04T02:31:06.391Z,2014.0,Siva,True,Prednji,Euro 5,15.0,Manuelni,Monovolumen,True,True,FALSE
1.6,4/5,Dizel,66.0,Tešanj,Škoda,237000.0,Roomster,10499,Škoda Roomster 2011 1.6 Tdi uvoz,2023-10-22T03:23:37.676Z,2011.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
1.6,4/5,Dizel,77.0,Prnjavor,Škoda,272000.0,Octavia,13900,"Škoda Octavia 1.6 TDI,DSG",2024-01-27T03:44:03.696Z,2011.0,Siva,True,Prednji,Euro 5,15.0,Automatik,Limuzina,True,FALSE,True
1.4,4/5,Dizel,66.0,Posušje,Škoda,176000.0,Fabia,20000,Škoda Fabia 1.4TDI 2016,2023-11-18T11:12:17.828Z,2016.0,Crna,True,Prednji,Euro 6,16.0,Manuelni,Karavan,True,True,FALSE
1.2,4/5,Benzin,51.0,Bijeljina,Škoda,165000.0,Fabia,8850,Škoda Fabia ( reg. do 13.03.2025 ),2024-04-13T08:47:08.739Z,2012.0,Crna,FALSE,Prednji,Euro 5,15.0,Manuelni,unavailable,True,FALSE,True
1.6,4/5,Dizel,77.0,Goražde,Škoda,256000.0,Fabia,10200,Škoda Fabia,2023-11-11T06:50:33.465Z,2011.0,Crna,FALSE,Prednji,Euro 5,15.0,Manuelni,unavailable,True,FALSE,True
1.4,4/5,Benzin,55.0,Visoko,Škoda,227456.0,Fabia,2950,Škoda Fabia 2001,2023-10-21T22:24:32.711Z,2001.0,Crna,FALSE,Prednji,Euro 3,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.4,4/5,Benzin,50.0,Tuzla,Škoda,175000.0,Fabia,3150,Škoda Fabia,2023-10-21T22:24:32.711Z,2001.0,Crna,FALSE,Prednji,Euro 4,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.4,4/5,Benzin,44.0,Tuzla,Škoda,200000.0,Fabia,3650,Škoda Fabia REGISTROVANA,2023-10-14T07:47:54.716Z,2002.0,Zelena,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
1.2,4/5,Benzin,44.0,Živinice,Škoda,210000.0,Fabia,4200,Škoda Fabia 2004god moze zamjena,2023-10-21T22:24:32.711Z,2004.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,FALSE
1.2,4/5,Benzin,40.0,Hadžići,Škoda,243495.0,Fabia,3400,ŠKODA FABIA 1.2 BENZIN PLIN 2005.,2023-10-21T22:24:32.711Z,2005.0,Siva,FALSE,Prednji,Euro 4,16.0,Manuelni,Malo auto,FALSE,FALSE,True
1.9,4/5,Dizel,81.0,Srebrenik,Škoda,370000.0,Octavia,3300,Škoda Octavia 1.9 TDI,2023-10-14T07:47:54.716Z,2001.0,Siva,FALSE,Prednji,Euro 5,15.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.2,4/5,Benzin,47.0,Ilijaš,Škoda,240996.0,Fabia,3600,Škoda Fabia,2023-10-21T22:24:32.711Z,2005.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Benzin,75.0,Livno,Škoda,290000.0,Octavia,3200,Škoda Octavia 2003,2023-10-14T07:47:54.716Z,2003.0,Siva,FALSE,Prednji,Euro 4,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.2,4/5,Benzin,45.0,Ilidža,Škoda,220000.0,Fabia,3950,Škoda Fabia 2004 1.2 benzin/plin*EXTRA STANJE*,2023-10-28T05:51:37.080Z,2004.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
1.4,4/5,Benzin,50.0,Živinice,Škoda,275000.0,Fabia,3300,Škoda Fabia,2023-10-21T22:24:32.711Z,2002.0,Bijela,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
1.4,4/5,Plin,55.0,Istočno Sarajevo,Škoda,250000.0,Fabia,2400,Škoda Fabia 2001,2023-11-25T04:41:56.283Z,2001.0,Crvena,FALSE,Prednji,Euro 4,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.4,4/5,Plin,74.0,Sarajevo - Centar,Škoda,263000.0,Fabia,4650,Škoda Fabia 2003,2023-12-02T01:47:51.578Z,2003.0,Siva,FALSE,Prednji,Euro 4,15.0,Manuelni,Limuzina,True,FALSE,True
1.4,4/5,Benzin,45.0,Tuzla,Škoda,185600.0,Fabia,3850,"Škoda Fabia 1.4 MPi, Odlicno Stanje",2023-10-14T07:47:54.716Z,2002.0,Zelena,FALSE,Prednji,Euro 3,14.0,Manuelni,Limuzina,True,FALSE,True
1.4,4/5,Benzin,55.0,Prijedor,Škoda,159000.0,Fabia,4900,Škoda Fabia 1.4B 55KW 4 KLIPA/KLIMA/EXTRA STANJE/,2023-12-30T05:43:43.169Z,2001.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,True,FALSE,True
1.9,4/5,Dizel,77.0,Bijeljina,Škoda,387000.0,Octavia,4400,Škoda Octavia 1.9 tdi stranac,2023-10-14T07:47:54.716Z,2010.0,Crna,FALSE,Prednji,Euro 4,15.0,Manuelni,Karavan,True,True,FALSE
1.2,4/5,Plin,44.0,Banja Luka,Škoda,132000.0,Fabia,9300,Škoda Fabia 1.2 44kw plin 2012 novo,2023-10-14T07:47:54.716Z,2012.0,Crvena,FALSE,Prednji,Euro 5,14.0,Manuelni,Malo auto,True,FALSE,FALSE
1.4,4/5,Dizel,59.0,Travnik,Škoda,289000.0,Fabia,9999,Škoda Fabia dizel 2009 registrovana,2024-04-06T06:27:29.344Z,2009.0,Siva,True,Prednji,Euro 4,15.0,Manuelni,Karavan,True,FALSE,FALSE
1.9,4/5,Dizel,77.0,Žepče,Škoda,255990.0,Fabia,7990,"Škoda Fabia 2009 1,9-77kw",2023-10-14T07:47:54.716Z,2009.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.6,4/5,Dizel,66.0,Sarajevo - Centar,Škoda,230000.0,Fabia,9850,"Škoda Fabia 2010 1,6 tdi 66 kw 2010 god",2023-11-25T04:41:56.283Z,2010.0,Siva,FALSE,Prednji,Euro 6,15.0,Manuelni,Karavan,True,FALSE,True
1.9,4/5,Dizel,77.0,Istočna Ilidža,Škoda,334447.0,Octavia,5500,Skoda Octavia 2008,2024-01-06T02:40:50.124Z,2008.0,Bijela,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
